timestamp,region,temperature,wind_speed,solar_irradiance,wind_generation,solar_generation,total_generation,demand,price,storage_soc,hour,month,weekday
2019-01-01 17:00:00,Southern,15.3,3.35,99.61,0.723,0.2,0.923,2.699,4069.11,21.5,17,1,1
2019-01-01 17:00:00,Eastern,14.58,4.45,169.69,1.05,0.359,1.409,2.508,3455.49,20.4,17,1,1
2019-01-01 17:00:00,Western,15.03,2.9,174.25,0.533,0.399,0.932,2.571,3981.86,19.9,17,1,1
2019-01-01 17:00:00,North-Eastern,15.4,5.11,235.36,1.106,0.446,1.552,2.682,3488.84,23.0,17,1,1
2019-01-01 18:00:00,Northern,14.38,7.79,0.0,1.5,-0.013,1.487,2.479,3571.08,20.9,18,1,1
2019-01-01 18:00:00,Southern,19.53,3.39,25.56,0.871,0.028,0.9,2.427,4247.7,21.9,18,1,1
2019-01-01 18:00:00,Eastern,14.31,1.5,2.04,0.296,0.02,0.315,2.375,4570.33,20.2,18,1,1
2019-01-01 18:00:00,Western,16.43,5.71,0.0,1.079,0.053,1.132,2.33,3781.94,16.2,18,1,1
2019-01-01 18:00:00,North-Eastern,19.76,4.57,0.0,0.947,0.086,1.032,2.432,4117.87,21.9,18,1,1
2019-01-01 19:00:00,Northern,17.1,0.43,0.0,0.026,0.031,0.057,2.166,4750.94,13.1,19,1,1
2019-01-01 19:00:00,Southern,18.03,5.73,0.0,0.947,0.068,1.015,2.191,3505.46,22.3,19,1,1
2019-01-01 19:00:00,Eastern,17.9,4.32,0.0,0.733,0.054,0.787,2.3,3545.79,19.6,19,1,1
2019-01-01 19:00:00,Western,20.1,4.28,0.0,0.96,-0.004,0.956,2.468,3887.95,22.4,19,1,1
2019-01-01 19:00:00,North-Eastern,16.18,5.11,0.0,0.788,-0.052,0.736,2.236,4265.52,24.2,19,1,1
2019-01-01 20:00:00,Northern,16.82,4.68,0.0,1.041,-0.021,1.02,2.026,3752.36,22.4,20,1,1
2019-01-01 20:00:00,Southern,18.48,2.96,0.0,0.437,0.033,0.47,2.045,4385.21,28.4,20,1,1
2019-01-01 20:00:00,Eastern,22.29,8.2,0.0,1.5,-0.002,1.498,1.963,2569.01,33.1,20,1,1
2019-01-01 20:00:00,Western,17.56,4.29,0.0,0.847,0.008,0.854,2.028,4146.06,24.9,20,1,1
2019-01-01 20:00:00,North-Eastern,15.4,4.07,0.0,1.032,-0.006,1.026,2.117,3729.09,20.6,20,1,1
2019-01-01 21:00:00,Northern,17.14,2.91,0.0,0.378,0.115,0.494,1.674,3982.29,36.0,21,1,1
2019-01-01 21:00:00,Southern,19.84,5.61,0.0,1.091,-0.016,1.075,2.0,3015.29,25.3,21,1,1
2019-01-01 21:00:00,Eastern,21.17,4.37,0.0,0.763,-0.068,0.694,1.905,3920.0,33.8,21,1,1
2019-01-01 21:00:00,Western,16.15,3.95,0.0,0.91,-0.003,0.907,1.796,3565.61,27.1,21,1,1
2019-01-01 21:00:00,North-Eastern,16.97,4.08,0.0,0.853,0.054,0.907,2.019,3842.54,20.8,21,1,1
2019-01-01 22:00:00,Northern,18.81,3.22,0.0,0.739,0.049,0.788,1.674,3729.35,42.5,22,1,1
2019-01-01 22:00:00,Southern,21.43,4.26,0.0,0.93,0.037,0.967,1.779,3611.41,31.0,22,1,1
2019-01-01 22:00:00,Eastern,22.0,4.6,0.0,0.941,-0.007,0.934,1.642,3165.08,31.8,22,1,1
2019-01-01 22:00:00,Western,23.57,6.34,0.0,1.394,0.006,1.401,1.764,2432.74,31.2,22,1,1
2019-01-01 22:00:00,North-Eastern,21.04,3.37,0.0,0.788,0.072,0.86,1.719,3324.25,42.7,22,1,1
2019-01-01 23:00:00,Northern,26.75,5.16,0.0,1.04,0.058,1.097,1.699,3130.47,38.2,23,1,1
2019-01-01 23:00:00,Southern,23.6,6.3,0.0,1.074,0.027,1.101,1.529,3049.43,52.5,23,1,1
2019-01-01 23:00:00,Eastern,22.06,4.0,0.0,0.928,-0.003,0.925,1.738,3407.52,49.6,23,1,1
2019-01-01 23:00:00,Western,26.03,5.76,0.0,1.164,-0.036,1.128,1.478,2723.07,41.0,23,1,1
2019-01-01 23:00:00,North-Eastern,24.6,5.82,0.0,1.147,0.063,1.21,1.593,2647.55,41.1,23,1,1
2019-01-02 00:00:00,Northern,26.42,6.88,0.0,1.341,-0.001,1.34,1.79,2632.46,56.8,0,1,2
2019-01-02 00:00:00,Southern,25.7,8.83,0.0,1.5,0.038,1.538,1.49,1655.2,42.0,0,1,2
2019-01-02 00:00:00,Eastern,31.37,4.57,0.0,0.902,-0.078,0.824,1.553,3498.19,55.3,0,1,2
2019-01-02 00:00:00,Western,24.51,4.98,0.0,0.742,0.042,0.784,1.45,3319.24,45.9,0,1,2
2019-01-02 00:00:00,North-Eastern,26.59,5.38,0.0,1.115,0.03,1.145,1.706,2987.66,46.3,0,1,2
2019-01-02 01:00:00,Northern,27.54,7.3,0.0,1.486,-0.027,1.459,1.55,1902.25,55.2,1,1,2
2019-01-02 01:00:00,Southern,27.09,6.46,0.0,1.37,0.003,1.373,1.658,2230.68,55.3,1,1,2
2019-01-02 01:00:00,Eastern,28.83,7.41,0.0,1.439,0.056,1.496,1.571,2174.14,57.0,1,1,2
2019-01-02 01:00:00,Western,29.62,7.88,0.0,1.5,-0.003,1.497,1.578,1971.19,54.8,1,1,2
2019-01-02 01:00:00,North-Eastern,25.72,4.78,0.0,0.884,-0.023,0.861,1.618,3786.85,55.8,1,1,2
2019-01-02 02:00:00,Northern,26.81,5.57,0.0,1.107,-0.016,1.09,1.579,2745.27,65.7,2,1,2
2019-01-02 02:00:00,Southern,31.06,8.26,0.0,1.5,0.011,1.511,1.754,2324.46,68.5,2,1,2
2019-01-02 02:00:00,Eastern,30.48,8.07,0.0,1.5,0.043,1.543,1.485,1532.92,56.1,2,1,2
2019-01-02 02:00:00,Western,27.08,6.64,0.0,1.274,-0.078,1.196,1.705,3005.19,65.3,2,1,2
2019-01-02 02:00:00,North-Eastern,27.1,7.82,0.0,1.5,0.001,1.501,1.715,2064.94,66.5,2,1,2
2019-01-02 03:00:00,Northern,29.38,7.79,0.0,1.465,-0.034,1.431,1.717,2315.9,72.1,3,1,2
2019-01-02 03:00:00,Southern,29.25,6.14,0.0,1.169,0.118,1.287,1.864,2709.97,70.6,3,1,2
2019-01-02 03:00:00,Eastern,29.21,5.65,0.0,1.135,-0.059,1.076,1.898,3625.33,75.2,3,1,2
2019-01-02 03:00:00,Western,29.04,10.95,0.0,1.5,0.074,1.574,1.787,1990.9,73.1,3,1,2
2019-01-02 03:00:00,North-Eastern,30.38,4.28,0.0,0.904,-0.026,0.878,1.765,3234.61,80.5,3,1,2
2019-01-02 04:00:00,Northern,31.91,8.95,0.0,1.5,-0.093,1.407,2.037,2675.27,85.0,4,1,2
2019-01-02 04:00:00,Southern,33.04,8.25,0.0,1.5,0.02,1.52,2.057,2711.38,80.9,4,1,2
2019-01-02 04:00:00,Eastern,31.39,7.77,0.0,1.5,0.09,1.59,2.034,2728.15,72.0,4,1,2
2019-01-02 04:00:00,Western,31.01,7.94,0.0,1.5,0.005,1.505,2.101,2560.46,83.0,4,1,2
2019-01-02 04:00:00,North-Eastern,31.88,6.14,0.0,1.213,-0.029,1.184,2.025,3339.08,79.2,4,1,2
2019-01-02 05:00:00,Northern,34.58,7.15,0.0,1.329,-0.001,1.328,2.221,3345.79,82.7,5,1,2
2019-01-02 05:00:00,Southern,30.66,11.04,0.0,1.5,-0.022,1.478,2.489,3156.91,79.5,5,1,2
2019-01-02 05:00:00,Eastern,31.07,5.48,0.0,1.331,-0.116,1.216,2.332,3222.76,76.2,5,1,2
2019-01-02 05:00:00,Western,32.8,6.26,0.0,1.236,0.039,1.275,2.192,3261.08,79.9,5,1,2
2019-01-02 05:00:00,North-Eastern,32.38,9.48,0.0,1.5,0.006,1.506,2.3,2846.41,83.7,5,1,2
2019-01-02 06:00:00,Northern,34.25,8.99,0.0,1.5,-0.018,1.482,2.418,2955.57,82.2,6,1,2
2019-01-02 06:00:00,Southern,31.14,10.73,3.72,1.5,-0.047,1.453,2.406,3254.13,82.5,6,1,2
2019-01-02 06:00:00,Eastern,35.07,4.98,0.0,1.001,0.017,1.018,2.331,3766.2,75.2,6,1,2
2019-01-02 06:00:00,Western,34.06,6.4,0.0,1.277,0.033,1.31,2.618,3447.86,85.0,6,1,2
2019-01-02 06:00:00,North-Eastern,34.0,7.66,0.0,1.5,0.03,1.53,2.658,3637.79,85.6,6,1,2
2019-01-02 07:00:00,Northern,34.1,7.67,197.58,1.5,0.36,1.86,2.642,3266.58,70.3,7,1,2
2019-01-02 07:00:00,Southern,34.32,6.87,30.77,1.489,0.104,1.594,2.72,3397.62,79.2,7,1,2
2019-01-02 07:00:00,Eastern,33.72,6.31,155.02,1.28,0.345,1.625,2.765,2989.06,84.4,7,1,2
2019-01-02 07:00:00,Western,31.37,10.48,173.58,1.5,0.373,1.873,2.735,2755.05,75.9,7,1,2
2019-01-02 07:00:00,North-Eastern,34.45,8.6,236.0,1.5,0.356,1.856,2.634,2698.83,77.3,7,1,2
2019-01-02 08:00:00,Northern,28.95,8.32,258.26,1.5,0.589,2.089,2.927,2790.77,74.8,8,1,2
2019-01-02 08:00:00,Southern,32.42,10.79,273.82,1.5,0.569,2.069,2.66,2290.53,69.5,8,1,2
2019-01-02 08:00:00,Eastern,33.65,9.7,319.76,1.5,0.609,2.109,2.906,2718.53,70.2,8,1,2
2019-01-02 08:00:00,Western,34.85,6.08,399.85,1.259,0.754,2.013,2.853,3128.66,89.8,8,1,2
2019-01-02 08:00:00,North-Eastern,30.99,5.95,361.3,1.098,0.722,1.82,2.827,2646.93,80.2,8,1,2
2019-01-02 09:00:00,Northern,31.62,5.45,424.02,1.036,0.813,1.849,2.987,2680.73,82.1,9,1,2
2019-01-02 09:00:00,Southern,30.41,7.57,406.7,1.5,0.83,2.33,3.033,2754.65,75.7,9,1,2
2019-01-02 09:00:00,Eastern,28.17,7.34,481.37,1.5,1.033,2.533,2.942,2253.4,73.3,9,1,2
2019-01-02 09:00:00,Western,30.85,7.69,323.36,1.5,0.661,2.161,3.015,2901.67,76.2,9,1,2
2019-01-02 09:00:00,North-Eastern,28.66,5.76,449.61,1.072,0.913,1.985,3.124,2686.28,79.3,9,1,2
2019-01-02 10:00:00,Northern,28.73,6.75,608.39,1.291,1.143,2.433,3.083,2553.75,62.7,10,1,2
2019-01-02 10:00:00,Southern,29.82,6.46,546.06,1.177,1.073,2.25,3.178,2703.24,69.2,10,1,2
2019-01-02 10:00:00,Eastern,27.78,7.36,603.21,1.5,1.231,2.731,3.03,1704.56,64.3,10,1,2
2019-01-02 10:00:00,Western,29.86,8.38,506.36,1.5,1.016,2.516,3.318,2518.76,69.1,10,1,2
2019-01-02 10:00:00,North-Eastern,30.34,6.12,528.2,1.289,1.066,2.355,3.289,2800.14,65.2,10,1,2
2019-01-02 11:00:00,Northern,27.22,9.44,613.66,1.5,1.307,2.807,3.184,1961.62,64.7,11,1,2
2019-01-02 11:00:00,Southern,28.39,7.82,590.98,1.5,1.101,2.601,3.222,2535.48,68.2,11,1,2
2019-01-02 11:00:00,Eastern,29.9,3.36,605.19,0.663,1.181,1.843,3.11,3482.19,59.7,11,1,2
2019-01-02 11:00:00,Western,25.07,8.41,540.2,1.5,1.055,2.555,3.228,2610.58,61.6,11,1,2
2019-01-02 11:00:00,North-Eastern,30.69,5.16,657.78,1.12,1.337,2.457,3.261,2789.33,65.5,11,1,2
2019-01-02 12:00:00,Northern,24.39,3.98,624.16,0.695,1.154,1.849,3.244,3519.22,40.8,12,1,2
2019-01-02 12:00:00,Southern,24.65,5.23,630.62,1.085,1.223,2.308,3.259,2631.59,52.0,12,1,2
2019-01-02 12:00:00,Eastern,22.8,5.7,646.05,1.168,1.264,2.432,3.186,2718.26,49.5,12,1,2
2019-01-02 12:00:00,Western,25.73,5.34,720.59,1.206,1.384,2.59,3.134,2553.09,54.8,12,1,2
2019-01-02 12:00:00,North-Eastern,25.27,5.04,719.12,0.94,1.397,2.337,3.209,2690.03,53.4,12,1,2
2019-01-02 13:00:00,Northern,25.58,6.53,569.97,1.5,1.196,2.696,3.087,2607.4,40.4,13,1,2
2019-01-02 13:00:00,Southern,23.47,7.06,631.77,1.233,1.202,2.435,3.163,1917.58,42.1,13,1,2
2019-01-02 13:00:00,Eastern,25.7,4.32,603.61,0.87,1.174,2.044,3.184,2895.35,45.0,13,1,2
2019-01-02 13:00:00,Western,23.11,6.45,617.01,1.315,1.258,2.573,3.178,2568.11,37.6,13,1,2
2019-01-02 13:00:00,North-Eastern,24.43,5.64,682.09,1.143,1.387,2.53,3.164,2648.25,31.1,13,1,2
2019-01-02 14:00:00,Northern,20.41,5.75,521.72,1.257,1.0,2.257,3.228,2963.78,31.5,14,1,2
2019-01-02 14:00:00,Southern,19.28,4.95,571.75,1.01,1.153,2.163,3.135,2692.75,42.5,14,1,2
2019-01-02 14:00:00,Eastern,18.99,4.3,535.28,0.902,1.113,2.015,3.154,2901.75,33.5,14,1,2
2019-01-02 14:00:00,Western,21.42,6.75,527.4,1.157,1.033,2.191,3.064,2961.28,41.9,14,1,2
2019-01-02 14:00:00,North-Eastern,20.85,5.38,583.26,0.982,1.061,2.043,3.154,3385.94,43.5,14,1,2
2019-01-02 15:00:00,Northern,16.29,3.14,454.81,0.738,0.962,1.701,3.02,2960.58,30.7,15,1,2
2019-01-02 15:00:00,Southern,19.6,3.18,504.16,0.526,1.05,1.576,3.044,3180.92,33.3,15,1,2
2019-01-02 15:00:00,Eastern,18.5,6.15,482.71,1.351,0.973,2.324,3.108,2538.84,30.6,15,1,2
2019-01-02 15:00:00,Western,23.36,5.83,391.35,1.06,0.792,1.852,2.899,2790.17,28.0,15,1,2
2019-01-02 15:00:00,North-Eastern,21.02,3.27,565.94,0.529,1.176,1.705,2.99,3302.3,22.8,15,1,2
2019-01-02 16:00:00,Northern,19.65,5.81,339.31,1.23,0.583,1.813,2.846,2996.8,22.0,16,1,2
2019-01-02 16:00:00,Southern,21.62,5.01,351.88,0.841,0.722,1.563,2.872,3589.41,18.2,16,1,2
2019-01-02 16:00:00,Eastern,17.98,3.73,317.15,0.715,0.529,1.243,2.878,3669.42,23.6,16,1,2
2019-01-02 16:00:00,Western,19.84,5.17,310.35,0.98,0.646,1.626,2.895,3152.21,22.1,16,1,2
2019-01-02 16:00:00,North-Eastern,21.45,4.73,353.41,0.835,0.623,1.458,2.923,3641.09,18.7,16,1,2
2019-01-02 17:00:00,Northern,17.55,5.42,145.21,0.877,0.337,1.213,2.674,3447.68,23.9,17,1,2
2019-01-02 17:00:00,Southern,18.69,2.79,215.21,0.516,0.482,0.998,2.682,3614.98,17.9,17,1,2
2019-01-02 17:00:00,Eastern,14.12,3.02,181.41,0.804,0.374,1.178,2.608,3434.74,15.5,17,1,2
2019-01-02 17:00:00,Western,16.85,2.79,221.49,0.699,0.458,1.157,2.521,3537.17,12.7,17,1,2
2019-01-02 17:00:00,North-Eastern,17.95,6.07,179.05,1.209,0.359,1.568,2.593,2984.82,23.7,17,1,2
2019-01-02 18:00:00,Northern,18.83,5.48,12.45,1.195,0.025,1.22,2.476,3467.48,17.0,18,1,2
2019-01-02 18:00:00,Southern,15.57,4.65,0.0,0.91,-0.045,0.864,2.463,4040.55,23.9,18,1,2
2019-01-02 18:00:00,Eastern,17.42,5.34,0.0,0.966,-0.088,0.878,2.559,3858.17,15.9,18,1,2
2019-01-02 18:00:00,Western,18.19,4.36,28.31,0.98,0.059,1.039,2.332,3941.0,25.0,18,1,2
2019-01-02 18:00:00,North-Eastern,15.22,4.29,0.0,0.795,0.062,0.857,2.57,3987.28,19.1,18,1,2
2019-01-02 19:00:00,Northern,17.42,5.2,0.0,1.119,0.07,1.189,2.206,3272.55,28.4,19,1,2
2019-01-02 19:00:00,Southern,20.26,4.67,0.0,0.96,-0.001,0.959,2.198,3852.56,18.0,19,1,2
2019-01-02 19:00:00,Eastern,15.88,4.61,0.0,1.014,0.04,1.054,2.106,3473.17,28.1,19,1,2
2019-01-02 19:00:00,Western,18.31,2.87,0.0,0.577,-0.042,0.534,2.351,4222.08,26.3,19,1,2
2019-01-02 19:00:00,North-Eastern,16.92,4.48,0.0,0.897,0.011,0.908,2.317,3789.57,22.0,19,1,2
2019-01-02 20:00:00,Northern,16.77,4.66,0.0,0.855,0.018,0.873,2.203,3688.33,17.3,20,1,2
2019-01-02 20:00:00,Southern,18.24,1.8,0.0,0.355,-0.017,0.338,2.165,4611.23,11.8,20,1,2
2019-01-02 20:00:00,Eastern,18.99,3.84,0.0,0.859,-0.065,0.793,2.045,3490.9,10.0,20,1,2
2019-01-02 20:00:00,Western,20.04,5.11,0.0,0.946,0.038,0.984,2.11,3345.6,25.1,20,1,2
2019-01-02 20:00:00,North-Eastern,16.73,4.83,0.0,0.989,-0.008,0.981,2.106,3531.77,25.1,20,1,2
2019-01-02 21:00:00,Northern,21.1,5.61,0.0,1.082,0.109,1.191,1.964,3051.31,25.1,21,1,2
2019-01-02 21:00:00,Southern,17.58,3.54,0.0,0.918,-0.042,0.877,1.853,3848.63,35.7,21,1,2
2019-01-02 21:00:00,Eastern,22.13,4.29,0.0,1.055,0.03,1.085,1.888,3291.99,34.5,21,1,2
